web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669061748-616","https://shopee.co.id/mall/brands/11042849","DC Shoes","https://shopee.co.id/dc.shoes","","932","99% (hitungan jam)","39,2RB","4.8 (2,4RB penilaian)","31 bulan lalu","null","KOTA BEKASI","50%offDC Non-Denim Pants Ravenburn ID - Navy BlazerRp699.000Rp349.50024 TerjualKOTA BEKASI","https://shopee.co.id/DC-Non-Denim-Pants-Ravenburn-ID-Navy-Blazer-i.251986273.7461485451?sp_atk=feb2c18b-ef77-4a47-8b8f-d891615262da&xptdk=feb2c18b-ef77-4a47-8b8f-d891615262da","null","null","null","null","null"
"1669061771-617","https://shopee.co.id/mall/brands/11042849","Daniel Hechter","https://shopee.co.id/danielhechter_official","","73","63% (hitungan menit)","106","5.0 (8 penilaian)","12 bulan lalu","null","KOTA JAKARTA UTARA","30%offDaniel Hechter Shirt - Check S2JC01MRRp959.000Rp671.3001 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/Daniel-Hechter-Shirt-Check-S2JC01MR-i.607762516.22104940011?sp_atk=0b288ff2-a3a8-4e6a-8ea1-4150dcfb8c29&xptdk=0b288ff2-a3a8-4e6a-8ea1-4150dcfb8c29","null","null","null","null","null"
"1669061793-618","https://shopee.co.id/mall/brands/11042849","Dancus","https://shopee.co.id/dancus.id","","495","97% (hitungan jam)","71,6RB","4.8 (27,7RB penilaian)","33 bulan lalu","null","KOTA JAKARTA BARAT","Kemeja Anak Laki Laki Printing Motif Baju Anak Lengan Pendek Navy RK054.2Diskon Rp12RBRp85.000202 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Kemeja-Anak-Laki-Laki-Printing-Motif-Baju-Anak-Lengan-Pendek-Navy-RK054.2-i.230863205.7832199115?sp_atk=f2f46ba3-c7a6-43ea-95c4-baeda8965d3b&xptdk=f2f46ba3-c7a6-43ea-95c4-baeda8965d3b","null","null","null","null","null"
"1669061840-619","https://shopee.co.id/mall/brands/11042849","Damn! I Love Indonesia","https://shopee.co.id/damniloveindonesia","","428","98% (hitungan jam)","41,4RB","4.8 (9RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","50%offTee Timun Mas White MaleRp180.000Rp90.000276 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Tee-Timun-Mas-White-Male-i.29678435.7160817488?sp_atk=aedcb17b-47f8-40b4-8900-911b7c672a4d&xptdk=aedcb17b-47f8-40b4-8900-911b7c672a4d","null","null","null","null","null"
"1669061887-620","https://shopee.co.id/mall/brands/11042849","Daily Outfits & Co","https://shopee.co.id/dailyoutfits","","617","95% (hitungan jam)","83,2RB","4.7 (29,5RB penilaian)","5 tahun lalu","null","KOTA TANGERANG","34%offDaily Outfits Jaket Sweater Hoodie Polos Jumper Fleece  Hijau Botol - Premium QualityDiskon Rp7RBMurah LebayRp149.900Rp99.0005,3RB TerjualKOTA TANGERANG","https://shopee.co.id/Daily-Outfits-Jaket-Sweater-Hoodie-Polos-Jumper-Fleece-Hijau-Botol-Premium-Quality-i.24665328.383795595?sp_atk=eb350375-cdd1-42cb-8e3a-35286f89ad99&xptdk=eb350375-cdd1-42cb-8e3a-35286f89ad99","null","null","null","null","null"
"1669061910-621","https://shopee.co.id/mall/brands/11042849","Dagadu","https://shopee.co.id/aselidagadudjokdja","","457","84% (hitungan jam)","21RB","4.9 (6RB penilaian)","5 tahun lalu","null","KOTA YOGYAKARTA","Kaos Dagadu Aseli Official - KLPD Lewat Mana SajaRp130.00013 TerjualKOTA YOGYAKARTA","https://shopee.co.id/Kaos-Dagadu-Aseli-Official-KLPD-Lewat-Mana-Saja-i.46766230.10749764822?sp_atk=9084fe11-ae49-4caf-8e41-8fc6aaad842e&xptdk=9084fe11-ae49-4caf-8e41-8fc6aaad842e","null","null","null","null","null"
"1669061947-622","https://shopee.co.id/mall/brands/11042849","D.W Shop","https://shopee.co.id/d.wshop","","289","94% (hitungan jam)","6,6RB","4.7 (3,2RB penilaian)","28 bulan lalu","null","KOTA JAKARTA BARAT","46%offD.WSHOP Basic Sweater Polos M-XXL (Pria & Wanita)Rp34.900 - Rp49.9001,9RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/D.WSHOP-Basic-Sweater-Polos-M-XXL-(Pria-Wanita)-i.285040974.6742117458?sp_atk=a341fe9e-774f-427f-a587-371794f78f97&xptdk=a341fe9e-774f-427f-a587-371794f78f97","null","null","null","null","null"
"1669061993-623","https://shopee.co.id/mall/brands/11042849","D'One","https://shopee.co.id/d.oneofficialshop","","34","87% (hitungan jam)","11,2RB","4.7 (6,1RB penilaian)","16 bulan lalu","null","KOTA JAKARTA BARAT","73%offD'One Sweater Polos Hoodie Jumper I Dont Care Pria & Wanita Size M-XXLMurah LebayRp49.800 - Rp61.8468,4RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/D'One-Sweater-Polos-Hoodie-Jumper-I-Dont-Care-Pria-Wanita-Size-M-XXL-i.500138800.11972782535?sp_atk=20c2e0cc-26ab-484a-8fc6-361ee8c5904e&xptdk=20c2e0cc-26ab-484a-8fc6-361ee8c5904e","null","null","null","null","null"
"1669062040-624","https://shopee.co.id/mall/brands/11042849","D' GAWAN","https://shopee.co.id/dgawan.official","","98","84% (hitungan jam)","null","9,3RB","4.8 (1,4RB penilaian)","null","KOTA BOGOR","PROMO 11.11 HAKO Outer Pria Black Multifungsi Besar Modern BatikRp262.000389 TerjualKOTA BOGOR","https://shopee.co.id/PROMO-11.11-HAKO-Outer-Pria-Black-Multifungsi-Besar-Modern-Batik-i.229231181.7696167203?sp_atk=82e4dda5-b398-460f-a299-efa694e10e34&xptdk=82e4dda5-b398-460f-a299-efa694e10e34","null","null","null","null","null"
"1669062098-625","https://shopee.co.id/mall/brands/11042849","D&S","https://shopee.co.id/dnsofficialshop","","229","83% (hitungan jam)","8,8RB","4.8 (1,2RB penilaian)","28 bulan lalu","null","KOTA TANGERANG","65%offD&S Manset tangan handsock spandex murah mix color (Art.2051)Rp40.000Rp14.000945 TerjualKOTA TANGERANG","https://shopee.co.id/D-S-Manset-tangan-handsock-spandex-murah-mix-color-(Art.2051)-i.285782596.12506657510?sp_atk=072cfc68-291f-4289-a193-e3035b046d86&xptdk=072cfc68-291f-4289-a193-e3035b046d86","null","null","null","null","null"
"1669062139-626","https://shopee.co.id/mall/brands/11042849","CzarProject","https://shopee.co.id/czarproject","","91","81% (hitungan jam)","17,9RB","4.8 (8,6RB penilaian)","4 tahun lalu","null","KOTA JAKARTA SELATAN","50%offCZARPROJECT - Fashion Pria /Street Attack,Slip On Black WhiteDiskon 50%Murah LebayRp350.000Rp175.0008,2RB TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/CZARPROJECT-Fashion-Pria-Street-Attack-Slip-On-Black-White-i.76959678.3479280217?sp_atk=68072934-b4fe-471d-9b9d-151d934b8517&xptdk=68072934-b4fe-471d-9b9d-151d934b8517","null","null","null","null","null"
"1669062171-627","https://shopee.co.id/mall/brands/11042849","Culture Hero","https://shopee.co.id/culturehero","","275","79% (hitungan jam)","24RB","4.9 (11,8RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","66%offCulture Hero T-shirt - Ngluruk Tanpa Bala SSRp200.000Rp69.000113 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Culture-Hero-T-shirt-Ngluruk-Tanpa-Bala-SS-i.32088884.7682391823?sp_atk=07e998e2-a8a7-4c12-8f43-1d3d68c9f6ee&xptdk=07e998e2-a8a7-4c12-8f43-1d3d68c9f6ee","null","null","null","null","null"
"1669062194-628","https://shopee.co.id/mall/brands/11042849","Cultural Leading On The Earth","https://shopee.co.id/clote","","124","74% (hitungan jam)","26,6RB","4.7 (3,4RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","61%offCultural Leading On The Earth T-shirt Clote Feeling Anoxious Black & WhiteRp135.000Rp52.6501,3RB TerjualKOTA BANDUNG","https://shopee.co.id/Cultural-Leading-On-The-Earth-T-shirt-Clote-Feeling-Anoxious-Black-White-i.152829781.7891927682?sp_atk=bc67cb20-17dd-443c-b0af-8b8cf5a7cd64&xptdk=bc67cb20-17dd-443c-b0af-8b8cf5a7cd64","null","null","null","null","null"
"1669062216-629","https://shopee.co.id/mall/brands/11042849","Crow","https://shopee.co.id/crowstudios","","259","97% (hitungan jam)","43,2RB","4.9 (8,1RB penilaian)","28 bulan lalu","null","KAB. BANDUNG","Crow Akira Active Trouser Black / Celana formalDiskon Rp10RBRp299.9001,1RB TerjualKAB. BANDUNG","https://shopee.co.id/Crow-Akira-Active-Trouser-Black-Celana-formal-i.290279437.7967001656?sp_atk=81aa4d98-2b9d-462d-b212-d9ea23c7d2c4&xptdk=81aa4d98-2b9d-462d-b212-d9ea23c7d2c4","null","null","null","null","null"
"1669062240-630","https://shopee.co.id/mall/brands/11042849","Crocodile","https://shopee.co.id/crocostore","","859","95% (hitungan jam)","159,9RB","4.9 (53,3RB penilaian)","5 tahun lalu","null","KOTA JAKARTA UTARA","10%offCrocodile Masker Kain Polos Non-medis Dewasa - Katun 100%Murah LebayRp13.900Rp12.50010RB+ TerjualKOTA JAKARTA UTARA","https://shopee.co.id/Crocodile-Masker-Kain-Polos-Non-medis-Dewasa-Katun-100--i.56684380.5851216100?sp_atk=fb8e1bbd-3b48-4dc6-8c38-2e5f2c795cd3&xptdk=fb8e1bbd-3b48-4dc6-8c38-2e5f2c795cd3","null","null","null","null","null"
"1669062262-631","https://shopee.co.id/mall/brands/11042849","Cressida The Next Level","https://shopee.co.id/cressidathenextlevel","","553","89% (hitungan jam)","13,8RB","4.8 (6,2RB penilaian)","29 bulan lalu","null","KOTA BANDUNG","50%offCressida The Next Level Fashion Slim Fit Jeans Pria C108B / Regular Jeans Pria L109BRp569.900Rp284.950780 TerjualKOTA BANDUNG","https://shopee.co.id/Cressida-The-Next-Level-Fashion-Slim-Fit-Jeans-Pria-C108B-Regular-Jeans-Pria-L109B-i.277278581.5267604450?sp_atk=4af0c684-93d8-4656-80bd-c89db88ae9cd&xptdk=4af0c684-93d8-4656-80bd-c89db88ae9cd","null","null","null","null","null"
"1669062320-632","https://shopee.co.id/mall/brands/11042849","Cressida","https://shopee.co.id/cressidaofficial","","5,5RB","72% (hitungan jam)","81,4RB","4.8 (52,7RB penilaian)","6 tahun lalu","null","KOTA BANDUNG","20%offTopi Cressida - Cmtf.9d021-3aRp125.900Rp100.7202,4RB TerjualKOTA BANDUNG","https://shopee.co.id/Topi-Cressida-Cmtf.9d021-3a-i.11287671.2619479499?sp_atk=7d849514-b7b1-494f-8150-551d2bd9e803&xptdk=7d849514-b7b1-494f-8150-551d2bd9e803","null","null","null","null","null"
"1669062376-633","https://shopee.co.id/mall/brands/11042849","Country Fiesta","https://shopee.co.id/countryfiesta","","495","100% (hitungan jam)","8,5RB","4.9 (5,2RB penilaian)","4 tahun lalu","null","KOTA BEKASI","61%offCountry Fiesta Men's Polo Shirt Cream CFMPB11845Diskon Rp10RBRp329.000Rp129.000248 TerjualKOTA BEKASI","https://shopee.co.id/Country-Fiesta-Men's-Polo-Shirt-Cream-CFMPB11845-i.107845160.3946069543?sp_atk=57272db9-051c-4bf5-8209-8334daed445c&xptdk=57272db9-051c-4bf5-8209-8334daed445c","null","null","null","null","null"
"1669062418-634","https://shopee.co.id/mall/brands/11042849","Cottonology","https://shopee.co.id/cottonologyofficial","","531","66% (hitungan jam)","178,2RB","4.7 (63,4RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","47%offCottonology Jaket Pria Bomber HitamRp370.000Rp195.0003,4RB TerjualKOTA BANDUNG","https://shopee.co.id/Cottonology-Jaket-Pria-Bomber-Hitam-i.58665199.1821295891?sp_atk=d21551f3-2968-4f08-9d3b-27a774d5d994&xptdk=d21551f3-2968-4f08-9d3b-27a774d5d994","null","null","null","null","null"
"1669062451-635","https://shopee.co.id/mall/brands/11042849","COTTONGO","https://shopee.co.id/cotton.go","","171","93% (hitungan jam)","95,6RB","4.8 (40,3RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","70%offCottongo Kemeja Pique Panjang Thermal All VariantDiskon Rp10RBPilih 2, diskon Rp5.000Rp500.000Rp149.00010RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Cottongo-Kemeja-Pique-Panjang-Thermal-All-Variant-i.54893689.2304531701?sp_atk=7dbccfc9-ba34-49be-bb1c-0c188121c784&xptdk=7dbccfc9-ba34-49be-bb1c-0c188121c784","null","null","null","null","null"
"1669062498-636","https://shopee.co.id/mall/brands/11042849","Cotton Well","https://shopee.co.id/cottonwellofficial","","62","97% (hitungan jam)","9,3RB","4.8 (4,3RB penilaian)","29 bulan lalu","null","KOTA JAKARTA PUSAT","36%offCotton Well Sweater with Hidden Pocket Lilac Purple | Jaket Tebal dengan Kantong Tersembunyi UnguDiskon Rp1RBRp128.000 - Rp138.240248 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Cotton-Well-Sweater-with-Hidden-Pocket-Lilac-Purple-Jaket-Tebal-dengan-Kantong-Tersembunyi-Ungu-i.276421029.9202261322?sp_atk=51d34c1b-1318-4e82-bc3e-b8e1519d604a&xptdk=51d34c1b-1318-4e82-bc3e-b8e1519d604a","null","null","null","null","null"
"1669062545-637","https://shopee.co.id/mall/brands/11042849","Cotton Goods","https://shopee.co.id/cottongoods.id","","443","99% (hitungan jam)","192RB","4.5 (92,4RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","47%offCotton Goods Kaos Saku Oversize Combed 30sDiskon Rp1RBMurah LebayRp79.900 - Rp89.90010RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Cotton-Goods-Kaos-Saku-Oversize-Combed-30s-i.90538939.11424838974?sp_atk=9433489a-6c15-45e5-9e2d-81b271d7bd0c&xptdk=9433489a-6c15-45e5-9e2d-81b271d7bd0c","null","null","null","null","null"
"1669062591-638","https://shopee.co.id/mall/brands/11042849","Cosmonauts","https://shopee.co.id/cosmonauts","","229","87% (hitungan jam)","18,6RB","4.9 (1,9RB penilaian)","28 bulan lalu","null","KOTA JAKARTA UTARA","30%offTVF x COSMONAUTS x RachelCia Bucket HatRp270.000Rp189.00050 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/TVF-x-COSMONAUTS-x-RachelCia-Bucket-Hat-i.284946390.12413745312?sp_atk=dcd96ba6-d2cf-41c5-ad6e-b7dd712e1a3e&xptdk=dcd96ba6-d2cf-41c5-ad6e-b7dd712e1a3e","null","null","null","null","null"
"1669062614-639","https://shopee.co.id/mall/brands/11042849","Cosmic Clothes","https://shopee.co.id/cosmicclothes","","417","93% (hitungan jam)","302,3RB","4.8 (182,4RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","47%offCosmic Belt JORJARp159.000Rp85.0002,7RB TerjualKOTA BANDUNG","https://shopee.co.id/Cosmic-Belt-JORJA-i.167096301.11924838011?sp_atk=f74c3898-f036-4037-9fc4-9905e7b411df&xptdk=f74c3898-f036-4037-9fc4-9905e7b411df","null","null","null","null","null"
"1669062646-640","https://shopee.co.id/mall/brands/11042849","Corpuscle","https://shopee.co.id/corpuscle","","150","48% (hitungan jam)","693","4.6 (298 penilaian)","13 bulan lalu","null","KOTA JAKARTA BARAT","79%offCORPUSCLE Hoodie Jumper Dog Line Unisex (Pria&Wanita) Size M - XXLRp42.900 - Rp65.90044 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/CORPUSCLE-Hoodie-Jumper-Dog-Line-Unisex-(Pria-Wanita)-Size-M-XXL-i.562788840.13329045175?sp_atk=5a65e853-2773-4b20-872a-e422f0ce8b9a&xptdk=5a65e853-2773-4b20-872a-e422f0ce8b9a","null","null","null","null","null"
"1669062678-641","https://shopee.co.id/mall/brands/11042849","CORNER.ID","https://shopee.co.id/originalcorner.id","","121","59% (hitungan jam)","24,6RB","4.5 (15,2RB penilaian)","5 tahun lalu","null","KOTA CIMAHI","56%offCorner.id Crewneck Physically and Mentally Oblong Black SweatshirtMurah LebayRp350.000Rp154.00010RB+ TerjualKOTA CIMAHI","https://shopee.co.id/Corner.id-Crewneck-Physically-and-Mentally-Oblong-Black-Sweatshirt-i.53730457.5357946367?sp_atk=9ec9f837-8479-4a02-b740-07d682199271&xptdk=9ec9f837-8479-4a02-b740-07d682199271","null","null","null","null","null"
"1669062734-642","https://shopee.co.id/mall/brands/11042849","Coop Design","https://shopee.co.id/coopdesign","","551","99% (hitungan jam)","126,1RB","4.8 (66,1RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","75%offCoop Design - Niji Mask Premium 3D Masker Kain Non-MedisDiskon 20%Rp22.000Rp5.50010RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Coop-Design-Niji-Mask-Premium-3D-Masker-Kain-Non-Medis-i.225351054.8917219178?sp_atk=49557fa4-cedb-4ca7-a70a-7fdc0299492d&xptdk=49557fa4-cedb-4ca7-a70a-7fdc0299492d","null","null","null","null","null"
"1669062790-643","https://shopee.co.id/mall/brands/11042849","CoolDeSocks","https://shopee.co.id/cooldesocks","","1,1RB","95% (hitungan jam)","10RB","4.9 (3,6RB penilaian)","33 bulan lalu","null","KOTA JAKARTA BARAT","Kaos Kaki CoolDeSocks Original | Striped (Rainbow)Rp69.000106 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Kaos-Kaki-CoolDeSocks-Original-Striped-(Rainbow)-i.233093708.5318595462?sp_atk=94b1a22f-bb78-411c-8536-33f392fd9819&xptdk=94b1a22f-bb78-411c-8536-33f392fd9819","null","null","null","null","null"
"1669062822-644","https://shopee.co.id/mall/brands/11042849","Concrete Mind","https://shopee.co.id/concretemind","","32","18% (hitungan jam)","1,5RB","4.8 (141 penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","Concrete Mind Durag / Dorag / Do-Rag / Ikat Kepala Hiphop Spandex / Concrete MindRp100.00085 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Concrete-Mind-Durag-Dorag-Do-Rag-Ikat-Kepala-Hiphop-Spandex-Concrete-Mind-i.148911080.2329927332?sp_atk=9dae3d2e-1d91-4b60-a129-cfa0740e7001&xptdk=9dae3d2e-1d91-4b60-a129-cfa0740e7001","null","null","null","null","null"
"1669062864-645","https://shopee.co.id/mall/brands/11042849","Common Goods","https://shopee.co.id/commongoods.id","","230","98% (hitungan jam)","78,9RB","4.9 (46,5RB penilaian)","31 bulan lalu","null","KOTA JAKARTA BARAT","30%offCommon Goods Short Sleeve Oversize T-Shirts - Cinnamon BrownPilih 2, bayar Rp135.000Rp99.000Rp69.3001,4RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Common-Goods-Short-Sleeve-Oversize-T-Shirts-Cinnamon-Brown-i.253583755.12235941465?sp_atk=8facf955-f166-4998-9531-f1c58e92f205&xptdk=8facf955-f166-4998-9531-f1c58e92f205","null","null","null","null","null"
"1669062906-646","https://shopee.co.id/mall/brands/11042849","Comic Jeans","https://shopee.co.id/comicjeans","","28","91% (hitungan jam)","25,8RB","4.8 (649 penilaian)","32 bulan lalu","null","KOTA TANGERANG SELATAN","Comic Jeans - Blue Black 14 Oz Selvedge Accent - Stretch - Celana Jeans Pria dan WanitaRp270.000268 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Comic-Jeans-Blue-Black-14-Oz-Selvedge-Accent-Stretch-Celana-Jeans-Pria-dan-Wanita-i.236684632.5659082950?sp_atk=06a2d998-aee4-4a77-a670-3246c143f0e7&xptdk=06a2d998-aee4-4a77-a670-3246c143f0e7","null","null","null","null","null"
"1669062962-647","https://shopee.co.id/mall/brands/11042849","Cogen","https://shopee.co.id/cogen.official","","195","99% (hitungan jam)","54,1RB","4.8 (27,6RB penilaian)","6 tahun lalu","null","KOTA JAKARTA BARAT","54%offCogen Sendal Slop Wanita Sandal Selop Perempuan Rubber Nyaman Kasual PremiumKombo HematRp180.000Rp82.8002,7RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Cogen-Sendal-Slop-Wanita-Sandal-Selop-Perempuan-Rubber-Nyaman-Kasual-Premium-i.15409483.7442162479?sp_atk=191f47b5-5cbb-4fc7-b492-55c79208df7c&xptdk=191f47b5-5cbb-4fc7-b492-55c79208df7c","null","null","null","null","null"
"1669062994-648","https://shopee.co.id/mall/brands/11042849","Code Male","https://shopee.co.id/codemaleclothing","","234","100% (hitungan jam)","54RB","4.8 (30,9RB penilaian)","30 bulan lalu","null","KOTA JAKARTA TIMUR","70%offCode Male Jas Blazer Pria Super Black Kancing2 Slim FitDiskon 20%Kombo HematRp999.000Rp299.0003,7RB TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/Code-Male-Jas-Blazer-Pria-Super-Black-Kancing2-Slim-Fit-i.268774628.5536444660?sp_atk=6cfae7fb-a154-4525-8793-9b9c01dc9aa8&xptdk=6cfae7fb-a154-4525-8793-9b9c01dc9aa8","null","null","null","null","null"
"1669063027-649","https://shopee.co.id/mall/brands/11042849","Coconut Island","https://shopee.co.id/coconutislandofficial","","710","57% (hitungan jam)","32,5RB","4.9 (11,6RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","60%offCoconut Island Girl Basic Tee ZGBT008 R1Rp59.960 - Rp149.900141 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Coconut-Island-Girl-Basic-Tee-ZGBT008-R1-i.41144302.7673467159?sp_atk=54c4e14e-0d8d-4932-88a9-fb457c91f9ea&xptdk=54c4e14e-0d8d-4932-88a9-fb457c91f9ea","null","null","null","null","null"
"1669063069-650","https://shopee.co.id/mall/brands/11042849","Civity","https://shopee.co.id/civity","","46","98% (hitungan jam)","3,7RB","4.8 (3,5RB penilaian)","11 bulan lalu","null","KOTA BANDUNG","57%offCivity Celana Chino Panjang Pria OriginalMurah LebayRp124.800 - Rp134.8006,6RB TerjualKOTA BANDUNG","https://shopee.co.id/Civity-Celana-Chino-Panjang-Pria-Original-i.645808268.13666587012?sp_atk=72e23dda-0481-4ca2-b6ab-9ffeb705450f&xptdk=72e23dda-0481-4ca2-b6ab-9ffeb705450f","null","null","null","null","null"
"1669063102-651","https://shopee.co.id/mall/brands/11042849","Champiro","https://shopee.co.id/champiro","","44","90% (hitungan jam)","10,1RB","4.9 (14RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","30%offChampiro Celana Dalam Pria 3 pcs BlackBoxer Boxer Pria C0333CMurah LebayRp180.000Rp126.0001,9RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Champiro-Celana-Dalam-Pria-3-pcs-BlackBoxer-Boxer-Pria-C0333C-i.36251063.1716510767?sp_atk=9f3ef711-2e10-4a54-9e81-783e6800c44c&xptdk=9f3ef711-2e10-4a54-9e81-783e6800c44c","null","null","null","null","null"
"1669063143-652","https://shopee.co.id/mall/brands/11042849","Chameleon","https://shopee.co.id/chameleon.officialshop","","70","37% (hitungan jam)","490","4.7 (165 penilaian)","24 bulan lalu","null","KOTA TANGERANG SELATAN","Chameleon Celana Dalam Pria Trunk 2 warna / pack - TCHB10T2CSA1Rp99.90039 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Chameleon-Celana-Dalam-Pria-Trunk-2-warna-pack-TCHB10T2CSA1-i.340741553.9713755688?sp_atk=fd00cebc-b681-41df-b497-88cc3f9111bb&xptdk=fd00cebc-b681-41df-b497-88cc3f9111bb","null","null","null","null","null"
"1669063166-653","https://shopee.co.id/mall/brands/11042849","Celcius","https://shopee.co.id/celciusmen","","2RB","89% (hitungan jam)","193,7RB","4.8 (48,9RB penilaian)","5 tahun lalu","null","KOTA DEPOK","CELCIUS Denim Pants Skinny Look A06272C BiruDiskon Rp30RBRp505.000163 TerjualKOTA DEPOK","https://shopee.co.id/CELCIUS-Denim-Pants-Skinny-Look-A06272C-Biru-i.56547435.8713829528?sp_atk=0574a77b-444f-432e-8956-573d53fab8d3&xptdk=0574a77b-444f-432e-8956-573d53fab8d3","null","null","null","null","null"
"1669063213-654","https://shopee.co.id/mall/brands/11042849","CDL","https://shopee.co.id/cdlofficial","","206","76% (hitungan jam)","1,6RB","4.7 (445 penilaian)","19 bulan lalu","null","KAB. BANDUNG","36%offCDL Celana Panjang Sopan 7 (Hitam)Rp379.900Rp244.95027 TerjualKAB. BANDUNG","https://shopee.co.id/CDL-Celana-Panjang-Sopan-7-(Hitam)-i.429008590.10316618180?sp_atk=c82f26d4-d4b0-4cd9-b5ea-d9a35f6210b5&xptdk=c82f26d4-d4b0-4cd9-b5ea-d9a35f6210b5","null","null","null","null","null"
"1669063237-655","https://shopee.co.id/mall/brands/11042849","Castles.id","https://shopee.co.id/castles.id","","280","84% (hitungan jam)","13,3RB","4.7 (8RB penilaian)","24 bulan lalu","null","KAB. BOGOR","67%offCastles.id Flannel Shirt Navy Plaid Red S-XXLMurah LebayRp299.000Rp99.0001,5RB TerjualKAB. BOGOR","https://shopee.co.id/Castles.id-Flannel-Shirt-Navy-Plaid-Red-S-XXL-i.341535047.7596090941?sp_atk=3aa460b2-baaf-4f46-be6b-e6ee2679288c&xptdk=3aa460b2-baaf-4f46-be6b-e6ee2679288c","null","null","null","null","null"
"1669063269-656","https://shopee.co.id/mall/brands/11042849","Cartenz","https://shopee.co.id/cartenztactical","","598","97% (hitungan jam)","34,2RB","4.9 (5,5RB penilaian)","5 tahun lalu","null","KAB. BANDUNG","Kemeja Lengan Pendek Pria Cartenz Tactical KillzoneDiskon Rp7RBRp275.000505 TerjualKAB. BANDUNG","https://shopee.co.id/Kemeja-Lengan-Pendek-Pria-Cartenz-Tactical-Killzone-i.64473162.4510747952?sp_atk=c6e9167f-c016-4a95-82ce-625d742c9f1c&xptdk=c6e9167f-c016-4a95-82ce-625d742c9f1c","null","null","null","null","null"
"1669063325-657","https://shopee.co.id/mall/brands/11042849","Carnivores Soul","https://shopee.co.id/carnivoressoul","","53","71% (hitungan jam)","17%","2,8RB","4.9 (293 penilaian)","null","KOTA JAKARTA PUSAT","Carnivores Soul - Wolverine 16 Oz Deep Indigo Selvedge - SanforizedRp780.00074 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Carnivores-Soul-Wolverine-16-Oz-Deep-Indigo-Selvedge-Sanforized-i.95317699.6245639854?sp_atk=7d1dcb66-fdd4-42c6-83b7-08e6de6c7886&xptdk=7d1dcb66-fdd4-42c6-83b7-08e6de6c7886","null","null","null","null","null"
"1669063350-658","https://shopee.co.id/mall/brands/11042849","CARLOS MORENO","https://shopee.co.id/carlosmorenoid","","451","94% (hitungan jam)","11,3RB","4.8 (6,7RB penilaian)","27 bulan lalu","null","KOTA JAKARTA UTARA","Carlos Moreno Kemeja Polos Pria SlimFit Lengan Panjang - PutihRp179.000 - Rp189.0003,5RB TerjualKOTA JAKARTA UTARA","https://shopee.co.id/Carlos-Moreno-Kemeja-Polos-Pria-SlimFit-Lengan-Panjang-Putih-i.295145526.2919348582?sp_atk=0e8c1cd1-52ec-475c-b7be-78102f2af764&xptdk=0e8c1cd1-52ec-475c-b7be-78102f2af764","null","null","null","null","null"
"1669063374-659","https://shopee.co.id/mall/brands/11042849","Cardinal","https://shopee.co.id/cardinalofficial","","5RB","56% (hitungan jam)","188,8RB","4.9 (76,2RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","13%offCelana Panjang Formal Slim Fit 2 (Hitam)Pilih 2, diskon 10%Rp439.900Rp383.200771 TerjualKAB. BANDUNG","https://shopee.co.id/Celana-Panjang-Formal-Slim-Fit-2-(Hitam)-i.71714210.5224687188?sp_atk=593949d1-b002-45de-8029-f9e7866cd51b&xptdk=593949d1-b002-45de-8029-f9e7866cd51b","null","null","null","null","null"
